"V0","clusters"
"NUI3062","T1"
"NUI3061","T3"
"NUI3065","T3"
"NUI3063","T2"
"NUI3086","T4"
"NUI3085","T2"
"NUI3088","T2"
"NUI3087","T2"
"NUI3090","T1"
"NUI3089","T2"
"NUI3092","T1"
"NUI3091","T2"
"NUI3079","T2"
"NUI3078","T1"
"NUI3081","T2"
"NUI3080","T2"
"NUI3082","T1"
"NUI3056","T2"
"NUI3202","T2"
"NUI3083","T2"
"NUI3031","T1"
"NUI3030","T2"
"NUI3034","T1"
"NUI3032","T2"
"NUI3128","T3"
"NUI3035","T1"
"NUI3036","T2"
"NUI3027","T4"
"NUI3022","T4"
"NUI3021","T2"
"NUI3024","T2"
"NUI3023","T4"
"NUI3026","T4"
"NUI3025","T2"
"NUI3029","T2"
"NUI3028","T4"
"NUI3049","T2"
"NUI3047","T2"
"NUI3051","T2"
"NUI3050","T2"
"NUI3053","T2"
"NUI3052","T3"
"NUI3057","T2"
"NUI3054","T2"
"NUI3038","T2"
"NUI3037","T1"
"NUI3040","T2"
"NUI3039","T2"
"NUI3044","T2"
"NUI3042","T1"
"NUI3046","T2"
"NUI3045","T2"
"NUI2888","T2"
"NUI2996","T2"
"NUI2998","T4"
"NUI3064","T1"
"NUI2999","T2"
"NUI2900","T4"
"NUI3001","T2"
"NUI3000","T1"
"NUI2989","T4"
"NUI2988","T2"
"NUI2991","T2"
"NUI2990","T2"
"NUI2993","T2"
"NUI2992","T4"
"NUI2995","T1"
"NUI2994","T2"
"NUI3014","T2"
"NUI3011","T4"
"NUI3015","T2"
"NUI3012","T4"
"NUI3017","T2"
"NUI3016","T1"
"NUI3019","T4"
"NUI3018","T2"
"NUI3004","T2"
"NUI3002","T2"
"NUI3295","T1"
"NUI3003","T2"
"NUI3009","T2"
"NUI3007","T4"
"NUI3013","T2"
"NUI3010","T2"
"NUI2964","T1"
"NUI2963","T2"
"NUI2966","T2"
"NUI2965","T2"
"NUI2968","T3"
"NUI2967","T2"
"NUI2970","T2"
"NUI2969","T2"
"NUI2957","T4"
"NUI2956","T3"
"NUI2959","T2"
"NUI2958","T2"
"NUI2961","T2"
"NUI2960","T1"
"NUI2962","T2"
"NUI2909","T2"
"NUI2981","T4"
"NUI2979","T2"
"NUI2982","T4"
"NUI2980","T4"
"NUI2984","T4"
"NUI2983","T2"
"NUI2987","T4"
"NUI2985","T3"
"NUI2972","T2"
"NUI2971","T4"
"NUI2974","T4"
"NUI2973","T2"
"NUI2976","T2"
"NUI2975","T2"
"NUI2978","T2"
"NUI2977","T3"
"NUI2934","T2"
"NUI2932","T2"
"NUI2931","T2"
"NUI2933","T2"
"NUI2936","T2"
"NUI2935","T2"
"NUI2938","T4"
"NUI2937","T2"
"NUI2923","T2"
"NUI2922","T4"
"NUI2925","T2"
"NUI2924","T2"
"NUI2928","T2"
"NUI2926","T2"
"NUI2930","T2"
"NUI2927","T2"
"NUI2948","T1"
"NUI2947","T1"
"NUI2950","T1"
"NUI2949","T2"
"NUI2953","T2"
"NUI3048","T2"
"NUI2955","T3"
"NUI2954","T2"
"NUI2940","T2"
"NUI2939","T4"
"NUI2942","T4"
"NUI2941","T2"
"NUI2944","T2"
"NUI2943","T2"
"NUI2946","T2"
"NUI2945","T2"
"NUI2894","T2"
"NUI2893","T2"
"NUI2896","T4"
"NUI2895","T2"
"NUI2899","T2"
"NUI2897","T1"
"NUI2902","T2"
"NUI2901","T4"
"NUI2886","T2"
"NUI2884","T1"
"NUI3206","T3"
"NUI2887","T2"
"NUI2890","T2"
"NUI2889","T2"
"NUI2892","T2"
"NUI2891","T2"
"NUI2912","T3"
"NUI2911","T2"
"NUI2914","T4"
"NUI2913","T2"
"NUI2916","T4"
"NUI2915","T1"
"NUI2919","T4"
"NUI2918","T4"
"NUI2904","T2"
"NUI2903","T1"
"NUI2906","T2"
"NUI2905","T2"
"NUI2908","T1"
"NUI2907","T1"
"NUI2885","T2"
"NUI2910","T4"
"NUI3115","T1"
"NUI3103","T2"
"NUI3043","T2"
"NUI3149","T1"
"NUI2866","T1"
"NUI3008","T2"
"NUI2868","T2"
"NUI2867","T1"
"NUI2920","T1"
"NUI3145","T2"
"NUI2952","T2"
"NUI2929","T1"
"NUI2997","T4"
"NUI2986","T2"
"NUI2921","T4"
"NUI3006","T4"
"NUI2878","T2"
"NUI2877","T1"
"NUI2880","T2"
"NUI2879","T2"
"NUI2882","T4"
"NUI2881","T3"
"NUI2883","T2"
"NUI3264","T1"
"NUI2870","T2"
"NUI2869","T2"
"NUI2873","T2"
"NUI2871","T2"
"NUI2874","T4"
"NUI2872","T2"
"NUI2876","T4"
"NUI2875","T2"
"NUI2224","T1"
"NUI2226","T3"
"NUI2222","T1"
"NUI2223","T3"
"NUI2229","T1"
"NUI2230","T1"
"NUI2227","T4"
"NUI2228","T3"
"NUI2215","T1"
"NUI2212","T1"
"NUI2213","T1"
"NUI2214","T4"
"NUI2220","T1"
"NUI2221","T1"
"NUI2211","T1"
"NUI2219","T1"
"NUI2225","T3"
"NUI2218","T3"
"NUI2264","T4"
"NUI2263","T1"
"NUI2253","T1"
"NUI2260","T1"
"NUI2258","T1"
"NUI2257","T1"
"NUI2254","T4"
"NUI2252","T1"
"NUI2250","T1"
"NUI2255","T1"
"NUI2249","T1"
"NUI2262","T1"
"NUI2248","T1"
"NUI2247","T1"
"NUI2261","T1"
"NUI2251","T4"
"NUI2259","T1"
"NUI2256","T1"
"NUI2069","T2"
"NUI2091","T3"
"NUI2089","T1"
"NUI2086","T1"
"NUI2084","T3"
"NUI2085","T1"
"NUI2064","T1"
"NUI2066","T2"
"NUI2068","T3"
"NUI2065","T3"
"NUI2067","T2"
"NUI2090","T1"
"NUI2095","T1"
"NUI2074","T2"
"NUI2072","T3"
"NUI2092","T1"
"NUI2075","T2"
"NUI2073","T3"
"NUI2061","T1"
"NUI2063","T2"
"NUI2087","T3"
"NUI2070","T2"
"NUI2071","T3"
"NUI2093","T1"
"NUI2054","T1"
"NUI2056","T1"
"NUI2055","T1"
"NUI2053","T1"
"NUI2060","T1"
"NUI2058","T1"
"NUI2059","T1"
"NUI2057","T1"
"NUI2101","T1"
"NUI2103","T4"
"NUI2111","T1"
"NUI2105","T3"
"NUI2115","T3"
"NUI2116","T1"
"NUI2104","T4"
"NUI2106","T4"
"NUI2108","T4"
"NUI2113","T1"
"NUI2112","T1"
"NUI2107","T1"
"NUI2100","T3"
"NUI2099","T3"
"NUI2114","T4"
"NUI2102","T4"
"NUI2079","T1"
"NUI2096","T3"
"NUI2081","T1"
"NUI2080","T1"
"NUI2109","T3"
"NUI2110","T4"
"NUI2098","T4"
"NUI2097","T1"
"NUI2083","T1"
"NUI2076","T1"
"NUI2088","T1"
"NUI2094","T1"
"NUI2077","T1"
"NUI2082","T1"
"NUI2062","T4"
"NUI2078","T1"
"NUI2130","T2"
"NUI2145","T3"
"NUI2128","T1"
"NUI2163","T1"
"NUI2181","T4"
"NUI2187","T1"
"NUI2132","T3"
"NUI2153","T2"
"NUI2155","T1"
"NUI2158","T3"
"NUI2142","T3"
"NUI2154","T3"
"NUI2143","T3"
"NUI2129","T2"
"NUI2156","T1"
"NUI2157","T2"
"NUI2125","T3"
"NUI2146","T2"
"NUI2126","T3"
"NUI2127","T4"
"NUI2148","T2"
"NUI2150","T3"
"NUI2137","T3"
"NUI2144","T2"
"NUI2119","T1"
"NUI2120","T1"
"NUI2117","T1"
"NUI2118","T1"
"NUI2123","T1"
"NUI2124","T4"
"NUI2121","T1"
"NUI2122","T1"
"NUI2182","T3"
"NUI2183","T3"
"NUI2162","T3"
"NUI2149","T3"
"NUI2184","T3"
"NUI2134","T2"
"NUI2147","T2"
"NUI2151","T2"
"NUI2138","T1"
"NUI2139","T3"
"NUI2168","T1"
"NUI2167","T1"
"NUI2152","T3"
"NUI2131","T3"
"NUI2140","T3"
"NUI2141","T3"
"NUI2174","T4"
"NUI2173","T1"
"NUI2176","T1"
"NUI2175","T4"
"NUI2170","T4"
"NUI2169","T4"
"NUI2172","T1"
"NUI2171","T1"
"NUI2179","T4"
"NUI2178","T4"
"NUI2166","T1"
"NUI2180","T4"
"NUI2165","T4"
"NUI2177","T4"
"NUI2164","T4"
"NUI2188","T1"
"NUI2207","T2"
"NUI2208","T1"
"NUI2205","T1"
"NUI2206","T4"
"NUI2216","T1"
"NUI2217","T1"
"NUI2209","T1"
"NUI2210","T1"
"NUI2196","T1"
"NUI2200","T1"
"NUI2195","T1"
"NUI2194","T1"
"NUI2203","T3"
"NUI2204","T1"
"NUI2201","T1"
"NUI2202","T3"
"NUI2189","T4"
"NUI2199","T1"
"NUI2185","T1"
"NUI2186","T4"
"NUI2197","T1"
"NUI2198","T1"
"NUI2192","T4"
"NUI2193","T1"
"NUI2159","T2"
"NUI2136","T3"
"NUI2161","T2"
"NUI2160","T3"
"NUI2190","T1"
"NUI2191","T1"
"NUI2135","T3"
"NUI2133","T2"
"NUI2246","T1"
"NUI2241","T4"
"NUI2239","T1"
"NUI2240","T1"
"NUI2244","T1"
"NUI2245","T1"
"NUI2242","T2"
"NUI2243","T3"
"NUI2233","T1"
"NUI2234","T3"
"NUI2231","T1"
"NUI2232","T3"
"NUI2236","T1"
"NUI2238","T1"
"NUI2235","T3"
"NUI2237","T1"
"NUI2049","T1"
"NUI2050","T1"
"NUI2047","T3"
"NUI2048","T1"
"NUI2021","T1"
"NUI2020","T1"
"NUI2051","T3"
"NUI2052","T3"
"NUI2039","T1"
"NUI2041","T1"
"NUI2042","T1"
"NUI2040","T1"
"NUI2044","T3"
"NUI2045","T3"
"NUI2038","T4"
"NUI2046","T1"
"NUI2017","T3"
"NUI1893","T1"
"NUI1985","T1"
"NUI1965","T3"
"NUI1966","T3"
"NUI1994","T1"
"NUI1995","T1"
"NUI1969","T4"
"NUI1970","T3"
"NUI1967","T1"
"NUI1968","T3"
"NUI1989","T1"
"NUI1990","T1"
"NUI1987","T1"
"NUI1988","T1"
"NUI1992","T1"
"NUI1993","T1"
"NUI1964","T1"
"NUI1991","T1"
"NUI1963","T3"
"NUI1981","T1"
"NUI1979","T1"
"NUI1980","T1"
"NUI1984","T1"
"NUI1986","T1"
"NUI1982","T1"
"NUI1983","T1"
"NUI1846","T4"
"NUI1847","T1"
"NUI1843","T1"
"NUI1844","T1"
"NUI1849","T1"
"NUI1850","T3"
"NUI1852","T1"
"NUI1853","T1"
"NUI1839","T1"
"NUI1838","T1"
"NUI1840","T1"
"NUI1835","T1"
"NUI1845","T3"
"NUI1848","T1"
"NUI1837","T1"
"NUI1841","T1"
"NUI1876","T1"
"NUI1874","T1"
"NUI1879","T3"
"NUI1877","T1"
"NUI1842","T1"
"NUI1836","T1"
"NUI1875","T1"
"NUI1834","T1"
"NUI1869","T3"
"NUI1880","T4"
"NUI1872","T1"
"NUI1873","T1"
"NUI1870","T1"
"NUI1871","T3"
"NUI1878","T2"
"NUI1881","T1"
"NUI1897","T1"
"NUI1898","T2"
"NUI1886","T4"
"NUI1884","T1"
"NUI1900","T1"
"NUI1902","T1"
"NUI1899","T1"
"NUI1901","T1"
"NUI1889","T1"
"NUI1890","T1"
"NUI1891","T4"
"NUI1888","T1"
"NUI1883","T1"
"NUI1887","T1"
"NUI1882","T1"
"NUI1885","T3"
"NUI1855","T3"
"NUI1859","T1"
"NUI1861","T4"
"NUI1854","T3"
"NUI1868","T1"
"NUI1865","T3"
"NUI1867","T1"
"NUI1866","T1"
"NUI1856","T1"
"NUI1857","T1"
"NUI1851","T1"
"NUI1858","T3"
"NUI1864","T1"
"NUI1863","T4"
"NUI1860","T1"
"NUI1862","T1"
"NUI1913","T1"
"NUI1892","T1"
"NUI1928","T1"
"NUI1929","T1"
"NUI1896","T1"
"NUI1932","T1"
"NUI1894","T1"
"NUI1895","T4"
"NUI1914","T1"
"NUI1915","T1"
"NUI1923","T2"
"NUI1924","T2"
"NUI1926","T3"
"NUI1927","T3"
"NUI1919","T3"
"NUI1925","T1"
"NUI1916","T1"
"NUI1917","T1"
"NUI1911","T1"
"NUI1912","T1"
"NUI1921","T2"
"NUI1922","T2"
"NUI1918","T1"
"NUI1920","T1"
"NUI1905","T1"
"NUI1906","T1"
"NUI1903","T1"
"NUI1904","T1"
"NUI1909","T1"
"NUI1910","T1"
"NUI1907","T1"
"NUI1908","T1"
"NUI1959","T1"
"NUI1960","T1"
"NUI1957","T1"
"NUI1958","T1"
"NUI1947","T1"
"NUI2000","T1"
"NUI1961","T1"
"NUI1951","T1"
"NUI1950","T4"
"NUI1952","T4"
"NUI1949","T1"
"NUI1948","T3"
"NUI1955","T1"
"NUI1956","T1"
"NUI1953","T1"
"NUI1954","T1"
"NUI1935","T1"
"NUI1938","T1"
"NUI1931","T1"
"NUI1934","T1"
"NUI1945","T1"
"NUI1944","T4"
"NUI1943","T4"
"NUI1946","T4"
"NUI1933","T1"
"NUI1936","T1"
"NUI1930","T1"
"NUI1939","T1"
"NUI1941","T1"
"NUI1942","T1"
"NUI1937","T1"
"NUI1940","T1"
"NUI2027","T1"
"NUI2036","T1"
"NUI2031","T2"
"NUI2035","T1"
"NUI2037","T1"
"NUI2043","T1"
"NUI2030","T1"
"NUI2029","T1"
"NUI2015","T1"
"NUI2016","T2"
"NUI2013","T1"
"NUI2014","T1"
"NUI2034","T1"
"NUI2033","T1"
"NUI2032","T1"
"NUI2028","T1"
"NUI2003","T1"
"NUI2002","T1"
"NUI2007","T1"
"NUI2008","T1"
"NUI2011","T1"
"NUI2012","T1"
"NUI2009","T1"
"NUI2010","T1"
"NUI1999","T1"
"NUI1996","T2"
"NUI1997","T4"
"NUI1998","T1"
"NUI2005","T1"
"NUI2006","T1"
"NUI2001","T1"
"NUI2004","T1"
"NUI1973","T3"
"NUI1974","T1"
"NUI1971","T3"
"NUI1972","T3"
"NUI1977","T1"
"NUI1978","T2"
"NUI1975","T1"
"NUI1976","T1"
"NUI2023","T1"
"NUI2019","T1"
"NUI2018","T1"
"NUI2022","T3"
"NUI2025","T1"
"NUI1962","T2"
"NUI2026","T1"
"NUI2024","T1"
"NUI1750","T1"
"NUI1813","T1"
"NUI1814","T1"
"NUI1811","T1"
"NUI1812","T1"
"NUI1817","T3"
"NUI1818","T1"
"NUI1815","T1"
"NUI1816","T3"
"NUI1796","T1"
"NUI1797","T1"
"NUI1794","T1"
"NUI1795","T1"
"NUI1809","T1"
"NUI1810","T1"
"NUI1798","T1"
"NUI1808","T1"
"NUI1788","T1"
"NUI1789","T1"
"NUI1786","T1"
"NUI1787","T2"
"NUI1792","T1"
"NUI1793","T1"
"NUI1790","T2"
"NUI1791","T1"
"NUI1780","T1"
"NUI1781","T1"
"NUI1778","T1"
"NUI1779","T1"
"NUI1784","T1"
"NUI1785","T2"
"NUI1782","T1"
"NUI1783","T1"
"NUI1432","T1"
"NUI1433","T1"
"NUI1430","T1"
"NUI1431","T1"
"NUI1436","T1"
"NUI1437","T1"
"NUI1434","T1"
"NUI1435","T1"
"NUI1424","T1"
"NUI1425","T1"
"NUI1422","T1"
"NUI1423","T1"
"NUI1428","T1"
"NUI1429","T1"
"NUI1426","T1"
"NUI1427","T1"
"NUI1416","T1"
"NUI1417","T1"
"NUI1414","T1"
"NUI1415","T1"
"NUI1420","T1"
"NUI1421","T1"
"NUI1418","T1"
"NUI1419","T1"
"NUI1821","T1"
"NUI1822","T1"
"NUI1819","T1"
"NUI1820","T1"
"NUI1825","T1"
"NUI1826","T1"
"NUI1823","T1"
"NUI1824","T1"
"NUI1742","T1"
"NUI1744","T1"
"NUI1732","T1"
"NUI1743","T1"
"NUI1705","T1"
"NUI1704","T1"
"NUI1703","T1"
"NUI1702","T1"
"NUI1726","T1"
"NUI1729","T1"
"NUI1740","T1"
"NUI1727","T1"
"NUI1730","T1"
"NUI1733","T1"
"NUI1728","T1"
"NUI1731","T1"
"NUI1734","T1"
"NUI1737","T1"
"NUI1827","T2"
"NUI1735","T1"
"NUI1738","T1"
"NUI1741","T1"
"NUI1736","T2"
"NUI1739","T1"
"NUI1828","T1"
"NUI1829","T1"
"NUI1438","T1"
"NUI1772","T1"
"NUI1833","T2"
"NUI1832","T2"
"NUI1831","T1"
"NUI1830","T1"
"NUI1717","T1"
"NUI1716","T1"
"NUI1715","T1"
"NUI1714","T1"
"NUI1545","T1"
"NUI1544","T1"
"NUI1543","T1"
"NUI1542","T1"
"NUI1725","T1"
"NUI1724","T1"
"NUI1723","T1"
"NUI1722","T1"
"NUI1713","T1"
"NUI1712","T1"
"NUI1711","T1"
"NUI1710","T1"
"NUI1701","T1"
"NUI1700","T1"
"NUI1699","T1"
"NUI1698","T1"
"NUI1721","T1"
"NUI1720","T1"
"NUI1719","T1"
"NUI1718","T1"
"NUI1709","T1"
"NUI1708","T1"
"NUI1707","T1"
"NUI1706","T4"
"NUI1697","T1"
"NUI1696","T1"
"NUI1695","T1"
"NUI1694","T1"
"NUI1557","T1"
"NUI1556","T1"
"NUI1555","T1"
"NUI1554","T1"
"NUI1513","T1"
"NUI1512","T1"
"NUI1511","T1"
"NUI1510","T1"
"NUI1565","T2"
"NUI1564","T1"
"NUI1563","T1"
"NUI1562","T1"
"NUI1553","T1"
"NUI1552","T1"
"NUI1551","T1"
"NUI1550","T1"
"NUI1541","T1"
"NUI1540","T1"
"NUI1539","T1"
"NUI1538","T1"
"NUI1561","T1"
"NUI1560","T1"
"NUI1559","T1"
"NUI1558","T1"
"NUI1549","T1"
"NUI1548","T1"
"NUI1547","T1"
"NUI1546","T1"
"NUI1537","T1"
"NUI1536","T1"
"NUI1535","T1"
"NUI1534","T1"
"NUI1525","T1"
"NUI1524","T1"
"NUI1523","T1"
"NUI1522","T1"
"NUI1481","T1"
"NUI1480","T1"
"NUI1479","T1"
"NUI1478","T1"
"NUI1533","T1"
"NUI1532","T1"
"NUI1531","T3"
"NUI1530","T1"
"NUI1521","T1"
"NUI1520","T1"
"NUI1519","T1"
"NUI1518","T1"
"NUI1509","T1"
"NUI1508","T1"
"NUI1507","T1"
"NUI1506","T1"
"NUI1529","T1"
"NUI1528","T1"
"NUI1527","T1"
"NUI1526","T1"
"NUI1517","T1"
"NUI1516","T1"
"NUI1515","T1"
"NUI1514","T1"
"NUI1505","T1"
"NUI1504","T1"
"NUI1503","T1"
"NUI1502","T1"
"NUI1493","T1"
"NUI1492","T1"
"NUI1491","T1"
"NUI1490","T1"
"NUI1449","T1"
"NUI1448","T1"
"NUI1447","T1"
"NUI1446","T1"
"NUI1501","T1"
"NUI1500","T1"
"NUI1499","T1"
"NUI1498","T1"
"NUI1489","T1"
"NUI1488","T1"
"NUI1487","T1"
"NUI1486","T1"
"NUI1477","T1"
"NUI1476","T1"
"NUI1475","T1"
"NUI1474","T1"
"NUI1497","T3"
"NUI1496","T1"
"NUI1495","T1"
"NUI1494","T1"
"NUI1485","T1"
"NUI1484","T1"
"NUI1483","T1"
"NUI1482","T1"
"NUI1473","T1"
"NUI1472","T1"
"NUI1471","T1"
"NUI1470","T1"
"NUI1460","T1"
"NUI1671","T1"
"NUI1458","T1"
"NUI1461","T1"
"NUI1672","T1"
"NUI1675","T1"
"NUI1670","T1"
"NUI1673","T1"
"NUI1468","T3"
"NUI1455","T1"
"NUI1466","T1"
"NUI1469","T1"
"NUI1456","T1"
"NUI1459","T1"
"NUI1454","T1"
"NUI1457","T1"
"NUI1444","T1"
"NUI1463","T1"
"NUI1442","T1"
"NUI1445","T1"
"NUI1464","T1"
"NUI1467","T1"
"NUI1462","T1"
"NUI1465","T1"
"NUI1453","T1"
"NUI1452","T1"
"NUI1451","T1"
"NUI1450","T1"
"NUI1440","T1"
"NUI1443","T1"
"NUI1439","T1"
"NUI1441","T1"
"NUI1684","T1"
"NUI1639","T1"
"NUI1682","T1"
"NUI1685","T1"
"NUI1640","T1"
"NUI1643","T1"
"NUI1638","T1"
"NUI1641","T1"
"NUI1692","T1"
"NUI1679","T1"
"NUI1690","T1"
"NUI1693","T3"
"NUI1680","T1"
"NUI1683","T1"
"NUI1678","T1"
"NUI1681","T1"
"NUI1668","T1"
"NUI1687","T1"
"NUI1666","T1"
"NUI1669","T1"
"NUI1688","T1"
"NUI1691","T1"
"NUI1686","T1"
"NUI1689","T1"
"NUI1676","T1"
"NUI1663","T1"
"NUI1674","T1"
"NUI1677","T1"
"NUI1664","T1"
"NUI1667","T1"
"NUI1662","T1"
"NUI1665","T1"
"NUI1652","T1"
"NUI1607","T1"
"NUI1650","T1"
"NUI1653","T1"
"NUI1608","T1"
"NUI1611","T4"
"NUI1606","T1"
"NUI1609","T1"
"NUI1660","T1"
"NUI1647","T1"
"NUI1658","T1"
"NUI1661","T1"
"NUI1648","T4"
"NUI1651","T3"
"NUI1646","T1"
"NUI1649","T1"
"NUI1636","T1"
"NUI1655","T1"
"NUI1634","T1"
"NUI1637","T1"
"NUI1656","T1"
"NUI1659","T1"
"NUI1654","T1"
"NUI1657","T1"
"NUI1644","T1"
"NUI1631","T1"
"NUI1642","T1"
"NUI1645","T1"
"NUI1632","T1"
"NUI1635","T1"
"NUI1630","T1"
"NUI1633","T1"
"NUI1620","T1"
"NUI1575","T1"
"NUI1618","T1"
"NUI1621","T1"
"NUI1576","T1"
"NUI1579","T1"
"NUI1574","T1"
"NUI1577","T1"
"NUI1628","T1"
"NUI1615","T1"
"NUI1626","T1"
"NUI1629","T1"
"NUI1616","T1"
"NUI1619","T1"
"NUI1614","T1"
"NUI1617","T1"
"NUI1604","T3"
"NUI1623","T1"
"NUI1602","T3"
"NUI1605","T1"
"NUI1624","T1"
"NUI1627","T1"
"NUI1622","T1"
"NUI1625","T1"
"NUI1612","T4"
"NUI1599","T1"
"NUI1610","T1"
"NUI1613","T3"
"NUI1600","T1"
"NUI1603","T1"
"NUI1598","T1"
"NUI1601","T1"
"NUI1588","T1"
"NUI1804","T1"
"NUI1586","T1"
"NUI1589","T1"
"NUI1799","T1"
"NUI1801","T1"
"NUI1807","T1"
"NUI1806","T1"
"NUI1596","T1"
"NUI1583","T1"
"NUI1594","T1"
"NUI1597","T1"
"NUI1584","T1"
"NUI1587","T1"
"NUI1582","T1"
"NUI1585","T1"
"NUI1572","T1"
"NUI1591","T1"
"NUI1570","T1"
"NUI1573","T1"
"NUI1592","T1"
"NUI1595","T1"
"NUI1590","T1"
"NUI1593","T1"
"NUI1580","T1"
"NUI1567","T1"
"NUI1578","T1"
"NUI1581","T1"
"NUI1568","T1"
"NUI1571","T1"
"NUI1566","T1"
"NUI1569","T1"
"NUI1802","T1"
"NUI1805","T1"
"NUI1800","T1"
"NUI1803","T1"
"NUI1771","T1"
"NUI1773","T1"
"NUI1769","T1"
"NUI1770","T1"
"NUI1776","T1"
"NUI1777","T1"
"NUI1774","T1"
"NUI1775","T1"
"NUI1763","T2"
"NUI1764","T1"
"NUI1761","T1"
"NUI1762","T3"
"NUI1767","T1"
"NUI1768","T1"
"NUI1765","T1"
"NUI1766","T1"
"NUI1755","T1"
"NUI1756","T2"
"NUI1753","T1"
"NUI1754","T1"
"NUI1759","T1"
"NUI1760","T1"
"NUI1757","T2"
"NUI1758","T2"
"NUI1747","T1"
"NUI1748","T1"
"NUI1745","T1"
"NUI1746","T1"
"NUI1751","T1"
"NUI1752","T1"
"NUI1749","T1"
"NUI1327","T1"
"NUI1328","T3"
"NUI1325","T1"
"NUI1326","T1"
"NUI1329","T4"
"NUI0919","T1"
"NUI0914","T1"
"NUI0938","T1"
"NUI0924","T3"
"NUI0927","T3"
"NUI0926","T3"
"NUI0894","T1"
"NUI0928","T2"
"NUI0931","T3"
"NUI0930","T1"
"NUI0946","T1"
"NUI0937","T1"
"NUI0940","T1"
"NUI0939","T3"
"NUI0929","T4"
"NUI0941","T1"
"NUI0944","T1"
"NUI0943","T1"
"NUI1005","T1"
"NUI0945","T2"
"NUI1009","T1"
"NUI0947","T1"
"NUI0942","T1"
"NUI1010","T1"
"NUI1011","T1"
"NUI1006","T1"
"NUI1047","T1"
"NUI1012","T1"
"NUI1007","T1"
"NUI1008","T1"
"NUI1004","T1"
"NUI1022","T1"
"NUI1340","T4"
"NUI1339","T1"
"NUI1342","T3"
"NUI1341","T4"
"NUI1361","T3"
"NUI1343","T3"
"NUI1345","T1"
"NUI1344","T3"
"NUI0903","T1"
"NUI0901","T1"
"NUI0899","T3"
"NUI0904","T1"
"NUI0906","T1"
"NUI0905","T1"
"NUI0896","T3"
"NUI0908","T1"
"NUI0897","T3"
"NUI0895","T1"
"NUI0888","T4"
"NUI0898","T3"
"NUI0900","T3"
"NUI0911","T1"
"NUI0890","T1"
"NUI0902","T1"
"NUI0891","T1"
"NUI0910","T1"
"NUI0925","T2"
"NUI0907","T1"
"NUI0892","T3"
"NUI0889","T2"
"NUI0909","T1"
"NUI0893","T3"
"NUI1393","T3"
"NUI1409","T3"
"NUI1233","T4"
"NUI1403","T3"
"NUI1410","T3"
"NUI1408","T3"
"NUI1210","T4"
"NUI1395","T3"
"NUI1369","T4"
"NUI1368","T1"
"NUI1363","T3"
"NUI1362","T1"
"NUI1235","T1"
"NUI1234","T3"
"NUI1367","T3"
"NUI1364","T1"
"NUI1357","T4"
"NUI1370","T1"
"NUI1359","T4"
"NUI1358","T1"
"NUI1356","T4"
"NUI1355","T4"
"NUI1330","T1"
"NUI1360","T1"
"NUI1332","T3"
"NUI1331","T1"
"NUI1334","T3"
"NUI1333","T3"
"NUI1336","T1"
"NUI1335","T2"
"NUI1338","T3"
"NUI1337","T3"
"NUI1386","T1"
"NUI1372","T1"
"NUI1383","T1"
"NUI1390","T1"
"NUI1380","T3"
"NUI1375","T3"
"NUI1371","T1"
"NUI1354","T1"
"NUI1392","T1"
"NUI1384","T3"
"NUI1412","T3"
"NUI1411","T4"
"NUI1374","T2"
"NUI1391","T1"
"NUI1388","T3"
"NUI1381","T2"
"NUI1404","T1"
"NUI1389","T1"
"NUI1406","T3"
"NUI1405","T3"
"NUI1385","T3"
"NUI1413","T2"
"NUI1387","T1"
"NUI1382","T1"
"NUI1398","T2"
"NUI1397","T3"
"NUI1394","T3"
"NUI1399","T3"
"NUI1402","T3"
"NUI1407","T3"
"NUI1396","T3"
"NUI1400","T3"
"NUI0514","T1"
"NUI0507","T1"
"NUI0597","T2"
"NUI0596","T2"
"NUI0673","T4"
"NUI0518","T4"
"NUI0508","T1"
"NUI0503","T1"
"NUI0594","T3"
"NUI0593","T1"
"NUI0606","T2"
"NUI0605","T2"
"NUI0600","T2"
"NUI0599","T2"
"NUI0592","T3"
"NUI0674","T3"
"NUI0604","T3"
"NUI0603","T1"
"NUI1351","T3"
"NUI1350","T3"
"NUI0583","T2"
"NUI0609","T2"
"NUI0602","T1"
"NUI0601","T3"
"NUI1349","T3"
"NUI1348","T3"
"NUI1376","T3"
"NUI1377","T1"
"NUI1353","T3"
"NUI1352","T3"
"NUI1347","T1"
"NUI1346","T1"
"NUI0490","T1"
"NUI0489","T1"
"NUI0511","T1"
"NUI0510","T1"
"NUI0498","T1"
"NUI0497","T1"
"NUI0488","T1"
"NUI0487","T3"
"NUI0509","T1"
"NUI0506","T1"
"NUI0504","T1"
"NUI0519","T4"
"NUI0513","T1"
"NUI0512","T1"
"NUI0505","T1"
"NUI0500","T1"
"NUI0477","T1"
"NUI0517","T1"
"NUI0499","T1"
"NUI0495","T3"
"NUI0483","T1"
"NUI0481","T1"
"NUI0516","T1"
"NUI0515","T1"
"NUI0494","T1"
"NUI0492","T1"
"NUI0485","T1"
"NUI0478","T1"
"NUI0502","T1"
"NUI0501","T1"
"NUI0491","T1"
"NUI0486","T1"
"NUI0416","T1"
"NUI0411","T1"
"NUI0421","T2"
"NUI0423","T3"
"NUI0438","T3"
"NUI0459","T1"
"NUI0448","T1"
"NUI0463","T1"
"NUI0442","T2"
"NUI0461","T3"
"NUI0470","T4"
